id,title,content,date,hash_tag
studysemina,"아이폰 SNS+이커머스앱 스터디세미나(19년차개발자가제작시범,매주진행) | 스터디하자","안녕하세요주 1회 참여방식입니다.신청하시는 분들은 새로 신청하신 분들 위주로 1주차 스터디세미나 부터 진행하거나,본인이 희망하시면 기존 모임의 3주차 모임에 합류하시게 됩니다.<모집 공고>서울 강남구 근교에서 평일 저녁 또는 토요일 오후에 아이폰 SNS+ECommerce 앱 제작 스터디세미나를 진행합니다.19년차 현업 개발자가 직접 코딩 시범 보여주면서 진행합니다.스터디세미나 참여자를 모집합니다.1) 평일 저녁 7시 이후 또는 토요일 오후 3시 이후에  2시간씩 진행합니다. 주 1회 참여방식입니다.1시간 정도는 현업개발자가 현업 기술 관련 세미나 진행, 1시간 정도는 참여자 서로간 스터디방식 진행입니다.학원수업 또는 과외 방식이 절대 아닙니다.2) 서울 강남구 근교에서 진행합니다.3) 스위프트 언어와 오브젝트C 언어를 상황별로 검토해서 둘다 사용해 진행합니다.4) 스터디세미나 참여비로 스터디룸 대여비용 정도의 소액의 비용이 있습니다.5) 프로그래밍 완전초보자, 아이폰 완전초보자도 지원 가능합니다.6) 11월13일 화요일 이후 시작할 예정입니다. 7) 3~4달 스터디세미나 진행하면서 1차 버전 아이폰 ECommerce+SNS 앱 제작해서 애플 앱스토어 통해서 정식 릴리즈 또는 애플 앱스토어 베타테스트 TestFlight 릴리즈 또는 Adhoc 클로즈테스트 릴리즈 할 예정입니다.8) 모임에 개인 맥북지참하시고 참여하시면 제일 좋고요, 집에 개인 아이맥,맥북, 기타 xcode개발환경 등등 가지고 계신상태에서 모임에 맥북없이 몸만 오셔도 참여는 가능합니다. 희망자는 studysemina@naver.com     으로 간단한 자기소개 적어서 보내주시면,2~3일 내로 답변드리도록 하겠습니다.",2018.10.31 17:42:36,#강남 #개발자참여 #아이폰SNS+이커머스앱제작스터디 #스터디세미나 #초보가능 #스위프트 #C
asdgosu9,JS 리액트 스터디 | 스터디하자,자바스크립트 리액트 스터디 하실분을 구합니다. 혼자 공부하기 힘드신 분들은 같이 공부해요인원 날짜는 협의송파 강남 분당 위주로 할 생각입니다.카톡 아이디 : tmna1234,2018.10.26 19:56:03,#java #송파구 #강남 #분당
studysemina,안드로이드SNS+이커머스앱스터디세미나(현업19년차개발자가 제작시범) | 스터디하자,"안녕하세요주 1회 참여방식입니다.신청하시는 분들은 새로 신청하신 분들 위주로 1주차 스터디세미나 부터 진행하거나,본인이 희망하시면 기존 모임의 3주차 모임에 합류하시게 됩니다.<모집 공고>서울 강남 근교에서 평일 저녁 또는 토요일 오후에 안드로이드 SNS+ECommerce 앱 제작 스터디세미나를 진행합니다.19년차 현업 개발자가 직접 코딩 시범 보여주면서 진행합니다.스터디세미나 참여자를 모집합니다.1) 평일 저녁 7시 이후 또는 토요일 오후 3시 이후에  2시간씩 진행합니다. 주 1회 참여방식입니다.1시간 정도는 현업개발자가 현업 기술 관련 세미나 진행, 1시간 정도는 참여자 서로간 스터디방식 진행입니다.학원수업 또는 과외 방식이 절대 아닙니다.2) 서울 강남 근교에서 진행합니다.3) 자바 언어를 사용해 진행합니다.4) 스터디세미나 참여비로 스터디룸 대여비용 정도의 소액의 비용이 있습니다.5) 프로그래밍 완전초보자, 안드로이드 완전초보자도 지원 가능합니다.6) 11월7일 수요일 이후 시작할 예정입니다. 7) 3달 스터디세미나 진행하면서 1차 버전 안드로이드 SNS+ECommerce 앱 제작해서 구글 마켓에 릴리즈할 예정입니다.희망자는 studysemina@naver.com     으로 간단한 자기소개 적어서 보내주시면,2~3일 내로 답변드리도록 하겠습니다.",2018.10.24 13:08:28,#강남 #개발자참여 #안드로이드SNS+이커머스앱제작스터디 #스터디세미나 #초보가능 #java
ooshineeoo,미국 대학원 인강 스터디 | 스터디하자,"저와 같이 미국 온라인 대학원 강의 들으면서 프로그래밍 및 문제 풀어볼 전공 친구 구해요! 컴공, 전산, 바이오컴 등 파이썬 프로그래밍에 능숙하고 영어로 강의 진행되는 만큼 영어도 어느정도 편한 분들 연락주세요~ 일주일에 2번정도 만날 생각이구요 자세한 사항은 댓글 남겨주시면 알려드릴게요! 유학생, 휴학생, 대학원생들 모두 환영입니다 :)",2018.10.15 10:38:40,#영어가능 #온라인강의
zxcweq,재능기부) 프로그래밍 처음부터 배워보실 분 있나요? | 스터디하자,"안녕하세요.컴퓨터공학, 소프트웨어 관련으로 전공하고있는 대학생입니다.프로그래밍을 한지는 6년정도 되었구요, 학교를 다니면서 프리랜서로도 활동 중입니다.새로운 사람들도 만나보고, 비전공자 상대로 재능나눔을 해보고자 Python, web 같은 프로그래밍 기초를 같이 해보고자 합니다!스터디그룹은 해본적도 없고 해서... 시간을 정해놓고 모집하기보다 주로 주말을 이용해서 시간도 맞추고 규칙같은거 정해나갔으면 좋겠네요.온라인과 오프라인을 섞어서 하고, 지역은 수원/강남/종로가 좋을 것 같아요.공대 등 이과분들보다 전공이 관련 없어서 배울 기회가 흔치 않은 문과분들 많이 관심 부탁드려요.대학생분들만요!비밀댓글로 카톡아이디나 전화번호, 지역, 이름, 나이 남겨주세요!!쪽지?는 어디서 보는건지 모르겠어요. 어플이 아니라... 비밀댓 달아주세요!!배우는 동기(취미, 전공 연계 등)가 확실하고 중간에 그만두지 않으실 분들만 해주세요!감사합니다.",2018.08.02 12:12:44,#재능기부 #python #web #온라인스터디 #오프라인스터디 ##비전공자
sirosms,[구디] 블록체인 스터디 모집합니다. | 스터디하자,"안녕하세요.현재 현업에서 블록체인 개발을 하고 있는 개발자입니다.국내에는 블록체인을 잘 알고 계시는 분이 드물고 저도 아직 부족하기에 스터디를 할려고 합니다.기본적으로 블록체인 책 한권정도 읽으신분들이 지원해주셨으면 하네요.제가 생각하는 방향은 블록체인 기본 개념(합의알고리즘, p2p, 암호화 알고리즘)정도는 아셔야 스터디가 될거 같습니다.목표는 Dapp(댑)개발입니다. 아직 딱히 어떤 Dapp을 만들지는 정의하지 않았고 같이 고민해서 프로젝트를 진행해갔으면 합니다.감사합니다.지원하실분은 아래 양식으로 메일 보내주시면 될거 같아요. 따로 쪽지나 댓글은 받지않습니다.sirosms@gmail.com------------- 참여양식 ---------------이름 :성별 :나이 :사는곳 :전화번호 :경력 :",2018.07.24 10:38:14,#블록체인 #Dapp
rangsuk,관악구 금천구 알고리즘 스터디 모집합니다 | 스터디하자,"안녕하세요 알고리즘 스터디를 찾다가 찾기 어려워서 모집해봅니다!제가 스터디 경험이 없어서 날짜와 시간 , 진행 방법등은 인원들과 함께 조율 했으면 좋겠습니다.백준 알고리즘 사이트에있는 문제들을 같이 풀고 이번년도 하반기 sw 직군을 같이 준비하고 취뽀하실분 쪽지주세용알고리즘 외에 토익이나 취업 관련 기본적인 스펙에대한 정보도 함께 공유해요",2018.07.14 19:55:28,#백준 #취업스터디
information,(서울)정보처리기사 필기부터 당장 가즈아♡(2018.08.19대비) | 스터디하자,비전공자이며 직장인입니다.자기계발로 정보처리기사 취득을 목표로 하고있습니다.자격증을 손에 넣을때까지 한배를 타봅시다!,2018.07.12 22:58:04,#비전공자 #직장인 #정보처리기사
cheonilchu,사당 sw스터디 모집 1명 충원 | 스터디하자,"모임 지역 (말머리적용 필수)>ex) 서울 강남서울 사당 모집 인원> ex) 4명현재5명입니다. 1명 나가셔서 추가 모집 합니다. 모임횟수/시간> ex) 매주 2회, 2시간주 2회 수금 10~1시 3시간씩 진행 합니다. 스터디커리큘럼/대외활동명/공모전명> ex) 직장인 영어회화 스터디, 삼성 아이디어 콘테스트삼성 기출을 기준으로 준비하려고 합니다.3시간 동안은1. 숙제 1문제(6명 같은 문제 풀이), 본인이 풀어 오신거 설명2. 1시간 동안 기출 문제 풀기(못푸셔도 상관 없습니다. 못푸신건 숙제)3. 1시간 동안 푼 알고리즘 발표4. 2~3 반복매주 2문제씩 숙제 있습니다.학생들끼리 진행하는 스터디라 잘푸시는 분도 있으시고 못푸시는 분들도 있습니다.열심히 준비해서 같이 팁 공유하면서 진행하실분만 연락주세요. 모집 기준> ex) 매주 불참없이 참여 가능하신 분SW계열 준비하시는분, S 직군 준비하시는분삼성 SW 시험 봐보신분 참여방법   > ex) 카톡, 전화번호 etc 쪽지로 취준경험 나이 성함 졸업여부 등등 적어주세요.글 안읽으시고 몇시에 하나요 등 나와있는 내용 물어보시는 분 쪽지는 그냥 무시하겠습니다.또 아르바이트나 기타 활동 시간 알아보고 연락주겠다고 하시는 분들은 연락 주지 마세요.댓글부탁드려요",2018.07.06 00:06:30,#강남 #사당
rkdckddnr1,웹사이트 만들기 | 스터디하자,웹사이트 만들어보고 싶었는데 어떻게 시작할 줄 모르는 사람도 상관없이 열심히 같이 끝까지 열심히 같이 할 사람을 찾습니다. 요일은 일단 만나서 조정할 것이고요 월화수목금 중에 진행될 거에요관심있으신 분은 01067899635연락주세요,2018.07.04 15:23:43,#web
wer0222,iOS 스터디 인원 모집합니다. | 스터디하자,"# iOS 스터디 계획  ## 목표### 한 주에 한 파트 씩 책 뽀개기  * 스위프트 프로그래밍(2판) - 야곰 지음      * https://book.naver.com/bookdb/book_detail.nhn?bid=12571019 * OS X 구조를 이해하면서 배우는 Objective-C      * https://book.naver.com/bookdb/book_detail.nhn?bid=7249780 ### 영상 강의 등을 활용하여 iOS Library (swift) 배우기  * FireBase      * iOS Firebase 강의          * https://www.youtube.com/watch?v=ku22UuThqM8&list=PLmdU__e_zPf82oLlNg7fqMlRxZVdM6s-j     * HowlTalk - IOS (Firebase)          * https://www.youtube.com/watch?v=hTWGiPU-SoU&list=PLmdU__e_zPf9uczwNhLNANvxT5mzxMiXQ  * ObjectMapper  * Alamofire  * Kingfisher  * Realm  * Dropdown  * Toast  * Codable  * Charts  * Indicator View  ## 인원5~6명 예정## 시간### 주중, 주말 주 2회(첫 일정은 7월 4일 혹은 7일 예정)* 수요일 오후 7시  * 토요일 오후 2시## 장소### 4호선 사당역 스터디룸## 기한### 분기별 시즌제  * 스터디 1차 7,8,9월",2018.06.29 16:56:27,#ios #스위프트 #C #사당
dbsduden1,"iOS, Swift 스터디 모집합니다. | 스터디하자","사당역 or 강남역 근처에서 iOS, SWIFT 스터디 하실분 모집합니다.토요일 3시~5시입니다.자유롭게 공부하실분들 연락주시기 바랍니다^^연락처 : 010-7421-0039카톡이나 문자주세요~",2018.05.11 10:04:54,#사당 #강남 #ios #스위프트
w7878w,노드js 기반 프레임워크인 koa.js 스터디원 구합니다~ | 스터디하자,함께 node.js 의 프레임워크인 koa.js를 이용해 토이프로젝트를 진행할 분을 구합니다. 웹프로그래밍을 경험해보신분이라면 좋겠습니다. 함께 기획해서 간단한 토이프로젝트를 만들어 봅시다!지역및 일자는 같이 얘기해보도록 하는게 좋을것 같습니다.준비물: 개인 노트북궁금하신 사항이 있으면 jooho7878 로 카톡부탁드립니다.,2018.05.05 18:40:37,#토이프로젝트 #node.js #koa.js 
asdgosu9,코딩 스터디 + (카톡id) | 스터디하자,"웹 개발, 앱 개발 등 프로그래밍 공부를 혼자 하고 계시는 분들(ex. 생활코딩, udemy 등), 같이 배워가며 정보를 공유해 보아요!나이, 성별은 크게 신경쓰지 않습니다.지역은 서울이면 됩니다.(분당, 성남도 괜찮습니다.)(본인은 송파구 삽니다)공부하겠다는 의지만 있으면 됩니다.(날짜는 관련없습니다.)카톡ID tmna1234준비물 : 본인 노트북",2018.04.29 16:59:26,#web #앱 
entjr2rj,개인공부 | 스터디하자,각자 개인공부 하실분  혼자서 공부하는게 힘듭니다 저는 노트북들고 gtq 포토샵 1급 준비중이구요웹디자인학원을다니고 있습니다기왕이면  도서관이나 카페에서 하면 좋을거같아요부천북부역에서 학원을다니고있습니다,2018.04.06 20:00:21,#자율스터디 #부천
brightnation,웹기반의 코딩 교육 게임: CodingToy (프로젝트 팀원 모집 2명 남음) | 스터디하자,"안녕하세요 웹기반 코딩 교육게임 프로젝트에 참가예정중인 학생입니다,프로그래밍에 관심이 있으신 분이시라면 모두 괜찮습니다. (참고로 저는 사회과학계열 학생입니다,)실리콘벨리에서 일하시다가 오시는 멘토님이 팀장을 맡을 것입니다.팀원 2명만 모집할게요! 참여하실 분은 010 7963 7687로 문자주시면 감사합니다.프로그램 개요를 보면 위와 같습니다.·Try coding은 여러가지 프로그래밍 언어를 배울 수 있는 코딩 게임   - Javascript, Python, C# 등 사용자가 배우고 싶은 프로그래밍 언어를 선택하여 학습 가능   - Try coding은 코드를 직접 타이핑하여 완성 할 수 있는 실습 프로그램 제공   - 어렵고 복잡한 코딩을 게임으로 재미있고 질리지 않게 학습 가능 Try coding은 사용자의 프로그래밍 레벨에 맞게 학습 제공   - 블록 조합형을 이용한 알고리즘 학습을 하고 바로 프로그래머 레벨을 학습하기에 많은 어려움이 존재 하기 때문에 중간 단계 학습이 필요함   - Try coding에서는 고급 프로그래머 레벨을 학습하기 전의 중단 단계의 레벨을 제공 하여 초급자부터 고급자 까지 학습 가능   - 기계 학습(머신 러닝)을 이용한 사용자별 맞춤 학습 가능    - 사용자가 항상 실수하는 부분이나 틀리는 부분을 다음번 학습할 때 알려줘 사용자가 반복 학습을 할 수 있게 함   - 사용자 마다 다른 수준을 게임에서 관리 가능 Try coding은 게임 및 학습 서비스를 동시에 제공   - 사용자가 캐릭터를 직접 육성하여 미션을 수행 할 수 있게 제공   - 사용자가 직접 코딩을 타이핑하여 미션을 수행하기 때문에 실제로 코딩을 하는 느낌을 제공   - 사용자가 쉽게 포기하지 않도록 다양하고 재미있는 게임요소를 부가하여 사용자의 참여를 유도",2018.04.02 12:14:50,#web #개발자참여 #java #python #C#
mk6794,C#.net &asp.net 스터디 구합니다 | 스터디하자,C#.net 초급과정부터 asp.net 고급까지 함께 학습할 분들 구합니다저는 15년차 개발자(37세)인데 개발언어 변경이 필요하여 학습 예정 입니다. 부산엔 .net학원이 없어서 스터디그룹을 모집 합니다나이 관계없이 정말 열심히 공부 하실분만 와주세요.프로그래밍이 처음인 분도 환영합니다시작일자는 5명이상 모집되면 매주 토요일날 진행할 예정 입니다(회비는 스터디룸 대여금액을 n분의 1로 나눌 생각입니다 다른 비용없음)(예상금액은 1만원~2만원 정도)(장소 및 비용은 스터디 첫날 모여서 결정할 예정)학습방법: 동영상강좌 및 교제선정후 학습관심 있으신분은 010-4477-6635로 문의 바랍니다,2018.03.05 18:28:42,#C# #초보가능 #asp
icemonk1202,[모집완료] 안드로이드 네이티브(Java) 중고거래앱 개발 스터디 모임a | 스터디하자,"안드로이드 자바 네이티브로 중고거래앱을 개발중인 스터디 모임입니다. - 현재 3명이 참여중입니다.- 추가 스터디 멤버 3~4명을 정도를 모집하고 싶습니다.- 주로 온라인으로 스터디 진행하고 있습니다.- 2주에 한번 정도 서울 강남 근처에서 오프라인 모임을 2시간 정도 하고 있습니다.오프라인 모임시에 몇천원의 회비가 있습니다.(토요일 오후 4시)- 오프라인 모임에는 10년 이상 경력의 프로그래머 선배분이 같이 참여해서 기술적인 조언을 주고 계십니다.- 작년 말 부터 진행하고 있으며, 올해 초에 중고거래앱 프로토타입 버전이 완성되었으며,앞으로 해당 중고거래앱을 좀더 완성도 있게 업그레이드 하는 주제로 스터디를 진행할 계획입니다.-자바와 안드로이드에 대한 약간의 기본기가 있는 분을 선호합니다만,성실하게 열심히 참여하실 분이시라면, 기본기가 많이 부족한 초보분이어도 스터디를 같이 할 의사가 있습니다.저희도 프로그램 비전공자이며, 독학과 스터디로 프로그램 공부한지 1년 미만이어서요,실력보다는 성실하고 책임감 있는 분을 더 선호합니다.  관심있으신 분들은 icemonk1202@gmail.com 으로약간의 자기소개와 프로그램 공부 경험에 대해서 적어서 보내주시면 답변 드리도록 하겠습니다.",2018.02.26 07:55:59,#안드로이드 #java #강남
kimsonghee,웹디자이너 모집합니다! Javascript jquery같이공부하실분 | 스터디하자,Javascript jquery,2018.02.07 02:46:43,#java
xangomango,생활코딩 3기 스터디 | 스터디하자,생활 코딩 3기 스터디. 마지막 한분만 더 모집하고 종료합니다. 연락주세요.,2018.01.15 10:02:33,#생활코딩
xangomango,생활코딩 3기 스터디 | 스터디하자,코딩야학3기 커리큘럼을 처음부터 끝까지 같이 going through 하는 스터디입니다.,2018.01.11 10:49:26,#코딩야학3기
go1217jo,딥러닝 같이 공부하실 분 모집합니다 | 스터디하자,"현재 밑바닥부터 시작하는 딥러닝을 보고 있고다음은 머신러닝, 딥러닝 실전 개발 입문 책을 볼 예정입니다.이전에 모두의 딥러닝 CNN 전까지 들었었습니다딥러닝도 같이 공부하고 딥러닝을 이용하여 간단한 프로젝트도 같이 해보면 좋을 것 같습니다!",2017.12.22 15:29:30,#딥러닝 #머신러닝 
bkym1210,Python 파이썬 프로그래밍 스터디 그룹 모집 | 스터디하자,안녕하세요 34세 직장입니다파이썬 프로그래밍을 독학중인데혼자하려니 많이 힘드네요스터디 그룹이 거의 없어서 모집해보려합니다개인적으론 모의해킹 분야 학습중입니다만 그룹 스터디는 공통적인 기본문법 등 부터 진행하려 합니다제 수준이 입문수준이니 부담 갖지 않으셔도 좋습니다아직 상세한 요일.시간.장소.스터디 방법은 미정인데모집되면 토의를 통해서 결정하고자 합니다,2017.12.21 15:56:14,#python #초보가능
lyh4967,JAVA 알고리즘 스터디 | 스터디하자,취업대비 알고리즘 스터디 구합니다.,2017.10.31 18:29:51,#취업스터디 #java
gunhwan0118,[마감]가산디지텰단지 Python 스터디 | 스터디하자,"안녕하세요, 요즘 핫한 컴퓨터 language인 파이썬을 함께 스터디 하고자 합니다. 파이썬른 구글 및 인스타그램 등에서 활용하고 있으며, 생산성을 높일수 있는 프로그래밍 언어입니다.관심있는분은 누구나 참여가 가능합니다. 모집기한 10월 21일 한주제 : 생 초보도 따라하는 Python 과 computer sicence",2017.10.17 21:39:41,#python #초보가능 #가산디지털단지
hiderooy,M.O.K IT보안/모의해킹팀 스터디모집 | 스터디하자,자세한 모집내용은 사이트참고 부탁드립니다. * http://hideroot.tistory.com/45모집분야 : Reversing / Pwnable / Web / Forensic / Crypto/  Programming,2017.09.26 00:17:30,#reversing #pwnable #web #forensic #crypto 
redrabbit,머신러닝/인공지능 | 스터디하자,스터디 커리큘럼을 적어주세요,2017.07.12 20:09:48,#머신러닝 #인공지능 
kihwan0101,C언어 생초보 스터디 | 스터디하자,C언어 아무것도 모르시거나 기초 쌓고 싶은 분들 가르쳐드리는 스터디입니다. 기본 화면 출력부터 정렬 알고리즘 대략적으로 이런게 있다까지 진도가 나갑니다. 방학기간 집중적으로 C언어를 배워서 혼자서 간단히 문제를 해결하고 원하시면 고급응용까지 가르쳐드립니다. 스터디 요일 및 시간은 협의 후 정합니다,2017.06.30 22:36:04,#C #초보가능 
ltt2844,(일산) 자바 기초 스터디 | 스터디하자,"안녕하세요 . 현재 컴퓨터공학과 대학생입니다. 자바 기초 공부를 위해서 스터디를 하려고 합니다.현재 실무 개발자 한분이 있습니다. 인원은 저 포함 2명이구요.2명정도 모집 예정 입니다.스터디는 2명 모집이 되고 시작할 예정이구요 장소 및 일정, 시간은 인원이 다 모이고 협의를 통해서 정할 예정 입니다.  자바부터 하나씩하나씩 할 예정입니다 자바 다음은 협의를 통해 정할 예정입니다. 준비물 : 노트북, 책(필요할 경우) 입니다. 관심있으신분들은 저한테 댓글이나 글 남겨주면 바로 연락 드리겠습니다.",2017.03.07 05:25:45,#java #개발자참여
wkddnjset,[Exmate] SW/HW를 동시에 배우는 아두이노 기초!! (~2/16) | 스터디하자,1차. 미니가로등(2월20일)2차. 거리측정기(미정)3차. 초음파레이더(미정)4차. LED 컵받침(미정)5차. 레이더 장난감(미정) 신청 URL - https://goo.gl/8aV08X,2017.02.10 15:40:28,#아두이노
seeling,c언어 같이 공부하실분~ 노원역/상계역 | 스터디하자,c언어 처음부타 다시 공부하려고 하는데 이왕이면 같이 하면 좋을꺼같아서요 ㅋ 장소.시간은 맞춰서 하고요 ㅋ나이 성별 초보자도 상관없습니다.처음부터 천천히 같이 해요~^^,2017.01.12 18:45:08,#C #노원 #상계
thehonest,평일 6시간 자바 자율 스터디 | 스터디하자,"평일 월~금 오전 10시부터 오후 4시까지 스터디 룸에모여서 각자 개념 복습 및 포트폴리오용 프로젝트를 진행하면서 취업 준비도 함께 하실 분을 모집합니다. (5명 정원)  참가 자격은 자바 개발자 과정을 4개월 이상 이수한 분에 한합니다. 하루 1시간 30분씩 정해진 발표 및 공유 시간(11:30~13:00)에는 각자 진행 상황이나 애로 사항을 발표하면서 모르거나 부족한 점을 서로 조언하고,(발표 시간은 가급적 전원 필수 참석)나머지 4시간 30분은 각자 개념 복습 및 프로젝트 작성을 하는 방식입니다.(이 시간은  전용 스터디 룸에서 자유롭게 연습하는 시간임, 사정이 있을 경우 외출 가능)참가 비용은 4주 단위 스터디 룸 사용료(하루 6시간 장소비(5천 9백원) x 20일)를 미리 내는 식입니다. 스터디 장소는 이대역 2번 출구 앞 아트 박스 5층에 있는영어 및 경제 토론 모임 공간인 영어스터디센터입니다.관심있는 분은 모임 운영자 Young에게 메일주시기 바랍니다. (yhhah@hanmail.net) 자율 복습시에는 서울시 무료 동영상 등을 이용 권장합니다. www.wiz.center/78: 자바 기본 개념www.wiz.center/190 : jspwww.wiz.center/317 : css/htmlwww.wiz.center/231 : 스프링 www.wiz.center/280 : Android",2016.04.04 11:44:44,#java #자율스터디 #취업스터디 
kkk3994,[인천 부평] 스터디 그룹 모집 | 스터디하자,"안녕하세요. 강의형 자바 스터디 함께 하실 4분을 모집합니다.저는 만 3년차 웹 개발자이며, 이번에 처음으로 강의형 스터디를 진행해보려 합니다. (곧 만 4년)스터디 그룹을 개설하게된 목적은  기초적인 자기개발 목적도 있고, 좀 더 기본에 대해 심화적으로 다뤄 보고 싶었으며, 친구들에게 강의하는 김에 4분더 모집해서 진행하려 합니다.필수 : 노트북 ( 무조건 가져오셔야 합니다. 실습 및 과제)          책 ( 책은 제가 골라서 1주전에 공지 드리겠습니다. 무조건 사셔야합니다.)          열정 ( 누구보다 절실하신 분만 모집합니다. 설렁설렁 하시려는 분은 죄송하지만 지원하지 말아주세요.)                  ( 매주마다 참석 하셔야 합니다. 예습은 별도로 안해도 되지만, 복습은 필수 입니다.) 장소 : 부평회비 : 주 2만원 ( 스터디룸 대여료 및 간식비)시간 : 주1회  토요일  1시 ~ 5시 (요일은 사정상 바뀔수도 있지만 거의 안바뀜, 시간은 더 오래할 수도 있음. 그날 그날 상황에 따라 다름)과제 : 매주 있음수업형태 : 강의방식이며, 처음하는 강의라 조금 미흡할수 있습니다. ( 수업 30분, 실습 10분 ~ 20분, 질문 : 5분, 쉬는시간 5분 대략 이정도로 진행할 예정입니다.)신청 기한 :  03-31 ~ 04.08일 금요일 까지 신청 받습니다. 지원방법 :  sasin8712@naver.com 메일 주세요.문의: 댓글 및 010-2583-8839 번호로 연락주시면 답변 드리겠습니다. 지원양식이름: 성별:나이:사는곳:연락처:직업: (학생, 재직자 등)능력: ( 자바에 대해 어느정도 까지 알고 있는지 [ 강의 수준을 구분하기 위한 척도] )지원하게 된 이유 :  시간은 아직 확정은 아닙니다. 그리고 꼭 중간에 안빠지시고, 공부 열심히 하실분만 신청 넣어주세요. 스터디 기간은 장기입니다.",2016.03.31 18:15:14,#java #개발자참여 #부평
eevike,"MS-SQL 기반 SQL 기초 과외 합니다(대학생, 초년생 대상) | 스터디하자","대졸 6년차 개발자입니다.1:1 말고 4~6명정도로 과외하려 합니다. 토즈같은 모임공간이나 지금 재직중인 회사(서초동) 회의실에서 진행할 예정이고, 한달에 4~5만원정도 생각합니다.저는 가천대(졸업 당시 경원대) 컴공과 졸업생이고, IT회사 2년 재직 후 퇴직, 현재는 금융회사 전산파트에서 4년차(6년차 개발자) 재직중이고, 현재 MS-SQL, ASP.NET  기반 개발중입니다.일정은 매주 토요일 오후에 주 1회 예정이고, 어느정도 인원 되면 진행할 예정이고, 과외 진행시 실습을 위한 DB서버, 모임 공간 사용료 등은 제가 준비하겠습니다. 각각 노트북과 교재는 지참하셔야 하구요관심 있으신 분은 문의주세요카톡ID / 메일주소 : eevike@nate.com 스터디장소 : 1. 강남역(토즈등의 스터디까페)                     2. 건대입구(스터디까페 다옴스터디)                     3. 서초역 부근(회사 안에 회의실)위의 세개중에 하나로 정해서 진행하고, 스터디까페 대여시 비용은 제가 부담합니다. 돈벌기 위해서 하는게 아니라 저도 의무감을 가지고 리뷰를 하고, 다른분들에게(졸업프로젝트 진행중에 DB에 어려움을 겪는 학생, DB관련 수강 전에 예습, 취업을 했지만 SQL작성이 어려운 초년생)등에게 도움을 주고자 합니다.",2016.03.30 13:54:27,#개발자참여 #서초 #유료스터디 #강남 #건대입구 #db #sql
ac3120kr,웹 프로젝트 스터디 모집합니다 | 스터디하자,"인원 : 현재 스터디는 진행중이며 인원은 계속적으로 모집할 예정입니다.진행방향 : 개인적인 결과물을 취합하여 토론진행 및 팀결과물완성개발환경 - jsp , 개발툴 - 이클립스",2016.03.03 09:12:44,#jsp #이클립스 #web
